city,co,humidity,lpg,smoke,temp
Bengaluru,0.002612589347788,76.0999984741211,0.004814621044662,0.012445419108693996,19.7000007629395
Chennai,0.004333721216414,77.6999969482422,0.0069431891982130005,0.018401241001347,26.899999618530305
Chennai,0.0042910279766350005,77.9000015258789,0.006893640530149001,0.018261005046698003,26.899999618530305
Chennai,0.004375100276754001,78.1999969482422,0.006991083977128,0.018536860885038,1.29999995231628
Chennai,0.004294943125948,77.8000030517578,0.006898190011539001,0.018273878435509,26.899999618530305
Hyderabad,0.005029530092099,51.1,0.007732839177602,0.020645083118114,22.6
Hyderabad,0.005035299115362,51.1,0.007739254611754002,0.020663379329558,22.6
Hyderabad,0.005064749218347,51.1,0.007771972945696,0.020756704991901,22.6
Bengaluru,0.002612589347788,75.9000015258789,0.004814621044662,0.012445419108693996,19.7000007629395
Hyderabad,0.005022227908105,51.1,0.007724715874749002,0.020621917711614,22.6
Bengaluru,0.002612589347788,76.0999984741211,0.004814621044662,0.012445419108693996,19.7999992370605
Bengaluru,0.002612589347788,76.0999984741211,0.004814621044662,0.012445419108693996,19.7000007629395
Hyderabad,0.005064652689008999,51.1,0.0077718657900969984,0.020756399297855,22.6
Chennai,0.004207499002889001,78.0,0.006796302432906999,0.017985712755855,26.899999618530305
Hyderabad,0.005052885685013,51.1,0.007758799200678,0.02071912501942,22.6
Bengaluru,0.002612589347788,76.3000030517578,0.004814621044662,0.012445419108693996,19.7000007629395
Hyderabad,0.005007696878207,51.1,0.007708541127151998,0.020575796765639,22.6
Hyderabad,0.005016439126027001,51.1,0.007718273831814,0.020603547972815,22.6
Bengaluru,0.002612589347788,76.3000030517578,0.004814621044662,0.012445419108693996,19.7999992370605
Bengaluru,0.00265636423218,76.3000030517578,0.004872844318333,0.012606249291768998,19.7999992370605
Chennai,0.00424514499594,77.5999984741211,0.006840237652460999,0.01810993759647,26.899999618530305
Hyderabad,0.005036765066585,51.1,0.007740884496725,0.020668027772109,22.6
Hyderabad,0.005006240632182999,51.2,0.007706919438636999,0.020571173019569,22.7
Bengaluru,0.00265636423218,76.3000030517578,0.004872844318333,0.012606249291768998,19.7999992370605
Chennai,0.004214997449077,77.9000015258789,0.0068050622298840005,0.018010476325822,27.0
Bengaluru,0.002612589347788,76.5,0.004814621044662,0.012445419108693996,19.7999992370605
Bengaluru,0.002612589347788,76.4000015258789,0.004814621044662,0.012445419108693996,19.7999992370605
Hyderabad,0.005052864291833,51.1,0.007758775437108002,0.0207190572344,22.6
Chennai,0.004207499002889001,77.6999969482422,0.006796302432906999,0.017985712755855,26.899999618530305
Bengaluru,0.002612589347788,76.5,0.004814621044662,0.012445419108693996,19.7999992370605
Chennai,0.004150159647517,77.9000015258789,0.006729174223447,0.017796016617802,26.899999618530305
Hyderabad,0.00503095705185,51.2,0.007734426215548,0.020649609103928,22.7
Chennai,0.004179598786279001,77.9000015258789,0.006763670971153001,0.017893484187268,26.899999618530305
Hyderabad,0.004996165374329,51.2,0.007695695964986,0.02053917455502,22.7
Hyderabad,0.005009158748251,51.3,0.007710168947434,0.020580438061257,22.7
Hyderabad,0.0050091956280290005,51.2,0.007710210012073002,0.020580555146994,22.6
Hyderabad,0.005000431058117,51.2,0.007700448546223,0.020552723920459,22.7
Bengaluru,0.002612589347788,76.4000015258789,0.004814621044662,0.012445419108693996,19.7999992370605
Hyderabad,0.005001927312471,51.3,0.007702115321674,0.020557475946877,22.7
Chennai,0.004214997449077,77.5999984741211,0.0068050622298840005,0.018010476325822,26.899999618530305
Bengaluru,0.002612589347788,75.3000030517578,0.004814621044662,0.012445419108693996,19.7999992370605
Chennai,0.004207499002889001,77.8000030517578,0.006796302432906999,0.017985712755855,26.7999992370605
Chennai,0.004214997449077,77.8000030517578,0.0068050622298840005,0.018010476325822,26.7999992370605
Chennai,0.004201901902191,77.8000030517578,0.006789761001514,0.017967221829279,26.7999992370605
Chennai,0.004190733316248,77.8000030517578,0.006776700867806999,0.017930307859651003,26.899999618530305
Hyderabad,0.005022185764998,49.6,0.007724668983239999,0.020621783994855,22.5
Bengaluru,0.002612589347788,75.1999969482422,0.004814621044662,0.012445419108693996,19.7000007629395
Bengaluru,0.002584071351782,75.1999969482422,0.004776545230412,0.012340313859655,19.7000007629395
Chennai,0.004230040399085,77.8000030517578,0.006822622644769,0.018060125408047,26.899999618530305
Chennai,0.0041851618016,78.0999984741211,0.00677018214497,0.017911884752336998,26.899999618530305
Hyderabad,0.00500911673098,49.3,0.007710122162233001,0.020580304664795,22.3
Hyderabad,0.00500911673098,49.0,0.007710122162233001,0.020580304664795,22.3
Chennai,0.004179598786279001,77.5999984741211,0.006763670971153001,0.017893484187268,26.899999618530305
Bengaluru,0.002612589347788,74.6999969482422,0.004814621044662,0.012445419108693996,19.6000003814697
Chennai,0.004179598786279001,77.5999984741211,0.006763670971153001,0.017893484187268,26.899999618530305
Bengaluru,0.002612589347788,74.6999969482422,0.004814621044662,0.012445419108693996,19.6000003814697
Bengaluru,0.002612589347788,74.8000030517578,0.004814621044662,0.012445419108693996,19.6000003814697
Chennai,0.004201901902191,77.9000015258789,0.006789761001514,0.017967221829279,26.899999618530305
Hyderabad,0.005038231507637,48.9,0.007742514795029998,0.020672677460255,22.2
Chennai,0.00426801572491,77.8000030517578,0.006866876581689999,0.018185284480069,26.899999618530305
Hyderabad,0.005017819722898,48.8,0.007719810414911,0.020607929505047,22.1
Hyderabad,0.004990367027321,48.9,0.0076892339778,0.020520752676134,22.1
Bengaluru,0.002612589347788,74.5,0.004814621044662,0.012445419108693996,19.5
Hyderabad,0.005039661301076999,48.9,0.007744104224424,0.020677210652588,22.1
Chennai,0.004256562731606,77.8000030517578,0.006853541532425,0.018147564461862,26.899999618530305
Hyderabad,0.005029450827370999,48.9,0.007732751017204002,0.020644831700204,22.1
Chennai,0.004207499002889001,77.9000015258789,0.006796302432906999,0.017985712755855,26.899999618530305
Bengaluru,0.002612589347788,74.5999984741211,0.004814621044662,0.012445419108693996,19.5
Chennai,0.00424514499594,77.8000030517578,0.006840237652460999,0.01810993759647,26.7999992370605
Chennai,0.004207499002889001,78.5,0.006796302432906999,0.017985712755855,26.899999618530305
Hyderabad,0.005016397038663,49.6,0.007718226987388,0.020603414397919,22.0
Chennai,0.004207499002889001,78.5999984741211,0.006796302432906999,0.017985712755855,26.7999992370605
Hyderabad,0.0050149378887260005,49.9,0.007716602845016999,0.020598783258953,22.0
Bengaluru,0.002612589347788,75.0,0.004814621044662,0.012445419108693996,19.5
Chennai,0.004207499002889001,78.1999969482422,0.006796302432906999,0.017985712755855,26.7999992370605
Bengaluru,0.002612589347788,75.3000030517578,0.004814621044662,0.012445419108693996,19.5
Hyderabad,0.00500911673098,50.7,0.007710122162233001,0.020580304664795,22.2
Chennai,0.004345471359573,77.9000015258789,0.006956802377236,0.018439781902117,26.899999618530305
Bengaluru,0.0025559100369400003,75.4000015258789,0.004738831412874,0.012236264170816002,19.5
Bengaluru,0.002612589347788,75.4000015258789,0.004814621044662,0.012445419108693996,19.5
Chennai,0.004214997449077,77.9000015258789,0.0068050622298840005,0.018010476325822,26.7999992370605
Hyderabad,0.004957404738746,51.4,0.0076524594874669985,0.020415935818947,22.3
Bengaluru,0.002584071351782,75.4000015258789,0.004776545230412,0.012340313859655,19.6000003814697
Bengaluru,0.0025559100369400003,75.8000030517578,0.004738831412874,0.012236264170816002,19.6000003814697
Bengaluru,0.002528100376291,75.5999984741211,0.004701475573521,0.012133257760378002,19.6000003814697
Chennai,0.004179598786279001,77.5999984741211,0.006763670971153001,0.017893484187268,26.899999618530305
Chennai,0.004222511235998,77.5999984741211,0.006813835625606,0.018035280517437,26.899999618530305
Bengaluru,0.002612589347788,75.5,0.004814621044662,0.012445419108693996,19.6000003814697
Chennai,0.004142837092485,77.3000030517578,0.006720583164223,0.017771748616228,26.7999992370605
Hyderabad,0.004981718651498,51.3,0.007679591906153002,0.020493266952705,22.4
Hyderabad,0.004983111514092999,51.1,0.007681145120843002,0.02049769439307,22.4
Chennai,0.004164849364972,77.5999984741211,0.006746396047417,0.017844671140545,26.7999992370605
Chennai,0.00426801572491,77.9000015258789,0.006866876581689999,0.018185284480069,26.7999992370605
Bengaluru,0.0025559100369400003,75.5999984741211,0.004738831412874,0.012236264170816002,19.6000003814697
Bengaluru,0.002500637421662,75.8000030517578,0.004664473744821,0.012031282508942,19.7000007629395
Chennai,0.004179598786279001,77.5999984741211,0.006763670971153001,0.017893484187268,26.7999992370605
Bengaluru,0.002612589347788,75.8000030517578,0.004814621044662,0.012445419108693996,19.7000007629395
Bengaluru,0.002528100376291,75.8000030517578,0.004701475573521,0.012133257760378002,19.7000007629395
Hyderabad,0.004981718651498,51.3,0.007679591906153002,0.020493266952705,22.5
Chennai,0.004161218020758,77.5999984741211,0.006742140323995,0.017832647224051004,26.7999992370605
Hyderabad,0.0050149378887260005,51.2,0.007716602845016999,0.020598783258953,22.5
Bengaluru,0.002528100376291,76.0999984741211,0.004701475573521,0.012133257760378002,19.7000007629395
Hyderabad,0.005012015908698,51.3,0.007713350070978,0.020589508379921,22.5
Bengaluru,0.002500637421662,76.1999969482422,0.004664473744821,0.012031282508942,19.7000007629395
Bengaluru,0.002500637421662,76.3000030517578,0.004664473744821,0.012031282508942,19.7000007629395
Hyderabad,0.004954612054613,51.2,0.007649340717236998,0.020407048090448004,22.5
Bengaluru,0.002500637421662,76.1999969482422,0.004664473744821,0.012031282508942,19.7000007629395
Chennai,0.004302587482354,77.5999984741211,0.006907069601024001,0.018299006133198,26.7999992370605
Bengaluru,0.002473516302321,76.0999984741211,0.004627822009506,0.011930326457101004,19.7000007629395
Bengaluru,0.002584071351782,76.0999984741211,0.004776545230412,0.012340313859655,19.7000007629395
Chennai,0.004505018517968,75.5,0.007140653374846998,0.018960790887834,26.7000007629395
Hyderabad,0.004971697824596,51.3,0.007668413896828,0.020461405824964,22.6
Hyderabad,0.004986014162186,51.3,0.00768438154796,0.020506920028606004,22.6
Chennai,0.004207499002889001,76.3000030517578,0.006796302432906999,0.017985712755855,26.7999992370605
Hyderabad,0.004970255764419,51.3,0.007666804798117,0.020456819607064,22.6
Chennai,0.004201901902191,76.0,0.006789761001514,0.017967221829279,26.7999992370605
Chennai,0.004233923798930999,75.6999969482422,0.006827153131705,0.018072936003106003,26.7000007629395
Chennai,0.004179598786279001,75.8000030517578,0.006763670971153001,0.017893484187268,26.7999992370605
Bengaluru,0.002473516302321,76.1999969482422,0.004627822009506,0.011930326457101004,19.7000007629395
Chennai,0.004302587482354,76.3000030517578,0.006907069601024001,0.018299006133198,26.7999992370605
Hyderabad,0.0049917626654190006,51.3,0.007690789541027,0.020525187190379,22.6
Hyderabad,0.00497172671667,51.2,0.007668446134244999,0.020461497708015,22.6
Bengaluru,0.002433664489737,76.5,0.004573763471529,0.011781523505388998,19.7999992370605
Bengaluru,0.00241401521821,76.4000015258789,0.004547019441684,0.01170795142376,19.7999992370605
Hyderabad,0.004954612054613,51.3,0.007649340717236998,0.020407048090448004,22.6
Bengaluru,0.002433664489737,76.4000015258789,0.004573763471529,0.011781523505388998,19.7999992370605
Hyderabad,0.00496167619614,51.3,0.007657228759163,0.020429527548472,22.6
Hyderabad,0.004955938648391,51.3,0.0076508222705569985,0.020411270122413,22.6
Bengaluru,0.002453497537007,76.5,0.004600697135977,0.011855646916465,19.7999992370605
Bengaluru,0.002453497537007,76.5,0.004600697135977,0.011855646916465,19.7999992370605
Bengaluru,0.002368998729954,76.5,0.004485520586395001,0.011538881959961,19.7999992370605
Bengaluru,0.00241401521821,76.4000015258789,0.004547019441684,0.01170795142376,19.7999992370605
Hyderabad,0.004951672858903,51.2,0.007646057802884,0.020397692858462,22.6
Chennai,0.004256562731606,76.5999984741211,0.006853541532425,0.018147564461862,26.7000007629395
Chennai,0.004207499002889001,76.6999969482422,0.006796302432906999,0.017985712755855,26.7000007629395
Bengaluru,0.00241401521821,76.4000015258789,0.004547019441684,0.01170795142376,19.7999992370605
Hyderabad,0.004931901939534,51.3,0.0076239607826940016,0.020334730710326,22.6
Chennai,0.0041465429977670006,76.6999969482422,0.006724931577044,0.01778403173718,26.7000007629395
Bengaluru,0.002394547802728,76.5,0.004520463486787,0.011634925918568,19.7999992370605
Chennai,0.004070845316804001,76.9000015258789,0.0066358948877180005,0.01753263498552,26.7000007629395
Hyderabad,0.004927659884459,51.3,0.007619216448656,0.02032121406254,22.7
Hyderabad,0.004943153915380001,51.4,0.007636539580978,0.020370570588148,22.7
Chennai,0.00417221659555,76.9000015258789,0.006755026859859,0.01786905781099,26.7000007629395
Bengaluru,0.002394547802728,76.5999984741211,0.004520463486787,0.011634925918568,19.8999996185303
Chennai,0.00417221659555,76.9000015258789,0.006755026859859,0.01786905781099,26.7000007629395
Chennai,0.004207499002889001,76.9000015258789,0.006796302432906999,0.017985712755855,26.7000007629395
Hyderabad,0.004943153915380001,51.4,0.007636539580978,0.020370570588148,22.7
Chennai,0.004207499002889001,76.9000015258789,0.006796302432906999,0.017985712755855,26.7000007629395
Hyderabad,0.004922065003299,51.4,0.007612957379726002,0.020303382800204,22.7
Chennai,0.004142837092485,77.0999984741211,0.006720583164223,0.017771748616228,26.7000007629395
Hyderabad,0.004931850045139,51.4,0.007623902750584,0.020334565372888,22.7
Bengaluru,0.002375260345905,76.1999969482422,0.004494094061855,0.011562442283389,19.8999996185303
Chennai,0.004088616795256,77.5,0.006656838795621,0.017591749928384,26.7000007629395
Bengaluru,0.002375260345905,75.6999969482422,0.004494094061855,0.011562442283389,19.8999996185303
Chennai,0.004110206597017,77.8000030517578,0.006682248802656999,0.017663487622580003,26.7000007629395
Hyderabad,0.004929191987559,51.3,0.007620930090132,0.020326096175409,22.7
Chennai,0.004088616795256,77.0999984741211,0.006656838795621,0.017591749928384,26.7000007629395
Bengaluru,0.002394547802728,75.4000015258789,0.004520463486787,0.011634925918568,19.7999992370605
Hyderabad,0.004899566150594,49.6,0.007587767709726,0.020231630864398,22.5
Bengaluru,0.002349947125073,75.3000030517578,0.004459396262279001,0.011467110013121002,19.7999992370605
Hyderabad,0.004927659884459,49.5,0.007619216448656,0.02032121406254,22.5
Chennai,0.004081479389679001,77.0,0.006648430306224,0.017568015134972,26.7000007629395
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.004922065003299,49.1,0.007612957379726002,0.020303382800204,22.2
Chennai,0.004088616795256,77.0,0.006656838795621,0.017591749928384,26.7000007629395
Bengaluru,0.002375260345905,75.0999984741211,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.004923422016321,49.1,0.007614475669162,0.020307708114879,22.1
Hyderabad,0.004937498267725,49.0,0.007630218015723,0.020352558497073,22.1
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004060152818047,77.0999984741211,0.006623281461466999,0.017497039265089002,26.7000007629395
Hyderabad,0.004951701617460999,49.2,0.007646089927168,0.020397784400836,22.1
Hyderabad,0.004954612054613,49.9,0.007649340717236998,0.020407048090448004,22.1
Bengaluru,0.002375260345905,75.4000015258789,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.004937498267725,50.1,0.007630218015723,0.020352558497073,22.1
Bengaluru,0.002375260345905,76.0999984741211,0.004494094061855,0.011562442283389,19.7000007629395
Bengaluru,0.002375260345905,75.9000015258789,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004060152818047,77.0999984741211,0.006623281461466999,0.017497039265089002,26.600000381469695
Bengaluru,0.002375260345905,76.0,0.004494094061855,0.011562442283389,19.7000007629395
Bengaluru,0.002375260345905,76.0,0.004494094061855,0.011562442283389,19.7000007629395
Bengaluru,0.002375260345905,75.9000015258789,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004081479389679001,77.0999984741211,0.006648430306224,0.017568015134972,26.600000381469695
Chennai,0.004088616795256,77.3000030517578,0.006656838795621,0.017591749928384,26.600000381469695
Bengaluru,0.002394547802728,76.3000030517578,0.004520463486787,0.011634925918568,19.7000007629395
Chennai,0.004088616795256,77.0999984741211,0.006656838795621,0.017591749928384,26.600000381469695
Hyderabad,0.004936096240538,51.0,0.007628650598763002,0.020348092599623,22.3
Hyderabad,0.004946006024709001,51.1,0.007639726749698,0.020379652201357,22.3
Bengaluru,0.002394547802728,76.3000030517578,0.004520463486787,0.011634925918568,19.7000007629395
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.004898216680866,51.8,0.007586255830319,0.020227324842359,22.4
Chennai,0.004088616795256,77.4000015258789,0.006656838795621,0.017591749928384,26.600000381469695
Chennai,0.004060152818047,77.0999984741211,0.006623281461466999,0.017497039265089002,26.600000381469695
Hyderabad,0.004905171957408,51.8,0.00759404694703,0.020249515545141004,22.4
Hyderabad,0.004917792268419,51.8,0.007608176088323,0.020289762204607,22.4
Hyderabad,0.004913615811257,51.8,0.007603501423367,0.020276445922912,22.4
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.004951730376211,51.7,0.007646122051614,0.020397875943699,22.4
Chennai,0.004053072401775999,77.0,0.006614923978742,0.017473456575501,26.600000381469695
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004053072401775999,77.0999984741211,0.006614923978742,0.017473456575501,26.600000381469695
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004053072401775999,77.3000030517578,0.006614923978742,0.017473456575501,26.600000381469695
Bengaluru,0.002349947125073,76.3000030517578,0.004459396262279001,0.011467110013121002,19.7000007629395
Hyderabad,0.004917792268419,51.6,0.007608176088323,0.020289762204607,22.4
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004053072401775999,76.9000015258789,0.006614923978742,0.017473456575501,26.600000381469695
Bengaluru,0.002349947125073,25.100000381469695,0.004459396262279001,0.011467110013121002,19.7000007629395
Bengaluru,0.002375260345905,76.3000030517578,0.004494094061855,0.011562442283389,19.7000007629395
Hyderabad,0.0048662650151190005,51.6,0.0075504250092280015,0.02012529132219,22.5
Chennai,0.004051308244488,77.5999984741211,0.006612840999198,0.017467579253418,26.600000381469695
Bengaluru,0.002349947125073,76.4000015258789,0.004459396262279001,0.011467110013121002,19.7999992370605
Hyderabad,0.004888416690859,51.6,0.007575272945308999,0.020196045966365,22.5
Chennai,0.004088616795256,77.0,0.006656838795621,0.017591749928384,26.600000381469695
Bengaluru,0.002375260345905,76.4000015258789,0.004494094061855,0.011562442283389,19.7999992370605
Chennai,0.004088616795256,76.9000015258789,0.006656838795621,0.017591749928384,26.600000381469695
Bengaluru,0.002375260345905,76.4000015258789,0.004494094061855,0.011562442283389,19.7999992370605
Chennai,0.004088616795256,77.8000030517578,0.006656838795621,0.017591749928384,26.600000381469695
Chennai,0.004088616795256,77.1999969482422,0.006656838795621,0.017591749928384,26.600000381469695
Bengaluru,0.002349947125073,76.3000030517578,0.004459396262279001,0.011467110013121002,19.7999992370605
Chennai,0.004053072401775999,77.0,0.006614923978742,0.017473456575501,26.600000381469695
Hyderabad,0.004882872911420999,51.5,0.007569057314489,0.0201783454349,22.6
Bengaluru,0.002264015040305,76.3000030517578,0.004340824874553,0.011141718772533,19.7999992370605
Bengaluru,0.002324943014555,76.4000015258789,0.004425020530029001,0.011372712482428,19.7999992370605
Bengaluru,0.002375260345905,76.0999984741211,0.004494094061855,0.011562442283389,19.7999992370605
Bengaluru,0.002288268013278,76.0,0.004374413948867,0.011233835270450002,19.7999992370605
Hyderabad,0.0048939676950430005,51.5,0.0075814947232330015,0.020213764994958,22.6
Chennai,0.004179598786279001,76.9000015258789,0.006763670971153001,0.017893484187268,26.600000381469695
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7999992370605
Chennai,0.00412105054455,77.0999984741211,0.006694997597839001,0.017699487114473,26.600000381469695
Chennai,0.004053072401775999,77.0,0.006614923978742,0.017473456575501,26.5
Bengaluru,0.002375260345905,75.4000015258789,0.004494094061855,0.011562442283389,19.7999992370605
Chennai,0.004099395384416,77.3000030517578,0.006669529228017,0.017627575308847,26.600000381469695
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004088616795256,77.0999984741211,0.006656838795621,0.017591749928384,26.600000381469695
Bengaluru,0.002349947125073,75.1999969482422,0.004459396262279001,0.011467110013121002,19.7000007629395
Chennai,0.0041574970603350005,77.0,0.006737778509904001,0.017820324101055,26.600000381469695
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004088616795256,77.0,0.006656838795621,0.017591749928384,26.5
Bengaluru,0.002375260345905,75.1999969482422,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004081479389679001,77.0999984741211,0.006648430306224,0.017568015134972,26.600000381469695
Bengaluru,0.002324943014555,75.4000015258789,0.004425020530029001,0.011372712482428,19.6000003814697
Bengaluru,0.002375260345905,76.0,0.004494094061855,0.011562442283389,19.7000007629395
Chennai,0.004088616795256,76.8000030517578,0.006656838795621,0.017591749928384,0.8999999761581421
Chennai,0.004088616795256,76.9000015258789,0.006656838795621,0.017591749928384,26.5
